抖音歌曲,#genre#
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
(失效)广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws
(失效)广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
(失效)大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
(失效)广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
(失效)广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
(失效)广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
(失效)广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
(失效)广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
(失效)广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
广东国际,http://php.jdshipin.com:8880/chudian.php?id=gdgj
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广东综艺4K,http://php.jdshipin.com:8880/chudian.php?id=gdzy
GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
肇庆综合,http://php.jdshipin.com:8880/chudian.php?id=zqzh
肇庆公共,http://php.jdshipin.com:8880/chudian.php?id=zqgg
惠州新闻综合,http://php.jdshipin.com:8880/chudian.php?id=hzxw
清远综合,http://php.jdshipin.com:8880/chudian.php?id=qyzh
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
阳江-1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江-2,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
四会新闻综合,http://php.jdshipin.com:8880/chudian.php?id=shzh
广宁综合,http://php.jdshipin.com:8880/chudian.php?id=gnzh
工布江达县广播电视台,http://php.jdshipin.com:8880/chudian.php?id=gbjd
化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
英德新闻综合,http://php.jdshipin.com:8880/chudian.php?id=ydxw
清新综合,http://php.jdshipin.com:8880/chudian.php?id=qxzh
普宁综合,http://php.jdshipin.com:8880/chudian.php?id=pnzh
紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
连州综合,http://php.jdshipin.com:8880/chudian.php?id=lzzh
阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
佛冈综合,http://php.jdshipin.com:8880/chudian.php?id=fgzh
怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
徐闻综合,http://php.jdshipin.com:8880/chudian.php?id=xwzh
阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
罗定综合,http://php.jdshipin.com:8880/chudian.php?id=ldzh
和平综合,http://php.jdshipin.com:8880/chudian.php?id=hpzh
东源台,http://php.jdshipin.com:8880/chudian.php?id=dytv
吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
潮安综合,http://php.jdshipin.com:8880/chudian.php?id=cazh
恩平综合,http://php.jdshipin.com:8880/chudian.php?id=epzh

北方广电,#genre#
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV-2HD,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-3HD,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4HD,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5HD,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+HD,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6HD,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7HD,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8HD,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9HD,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10HD,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11HD,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12HD,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13HD,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14HD,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15HD,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17HD,http://120.76.248.139/live/bfgd/4200000204.m3u8
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN俄罗斯语,http://120.76.248.139/live/bfgd/4200000309.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京|北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
北京|北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
百姓健康,http://120.76.248.139/live/bfgd/4200000219.m3u8
北京|车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
重庆|重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
上海|法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河南|国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州|天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
河南卫视HD,http://120.76.248.139/live/bfgd/4200000339.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
湖南|茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8
湖南|hnjykt,http://120.76.248.139/live/bfgd/4200000350.m3u8
湖南|快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8
湖南卫视HD,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南|先锋乒羽,http://120.76.248.139/live/bfgd/4200000349.m3u8
北京|环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
吉林卫视HD,http://120.76.248.139/live/bfgd/4200000097.m3u8
江苏|财富天下,http://120.76.248.139/live/bfgd/4200000231.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
辽宁|家庭理财,http://120.76.248.139/live/bfgd/4200000139.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
中央新影-老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
辽宁|鞍山新闻综合,http://120.76.248.139/live/bfgd/4200000274.m3u8
辽宁|辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁|本溪新闻频道,http://120.76.248.139/live/bfgd/4200000312.m3u8
辽宁|朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
辽宁|辽宁导视,http://120.76.248.139/live/bfgd/4200000187.m3u8
辽宁|丹东新闻综合,http://120.76.248.139/live/bfgd/4200000276.m3u8
辽宁|大连新闻综合,http://120.76.248.139/live/bfgd/4200000273.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000610.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8
辽宁|抚顺新闻综合,http://120.76.248.139/live/bfgd/4200000275.m3u8
辽宁|阜新新闻综合,http://120.76.248.139/live/bfgd/4200000279.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000481.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000077.m3u8
辽宁|葫芦岛新闻综合,http://120.76.248.139/live/bfgd/4200000284.m3u8
辽宁|龙港综合,http://120.76.248.139/live/bfgd/4200000490.m3u8
辽宁|连山综合,http://120.76.248.139/live/bfgd/4200000491.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8
辽宁|辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁|锦州新闻综合,http://120.76.248.139/live/bfgd/4200000277.m3u8
辽宁|辽阳新闻综合,http://120.76.248.139/live/bfgd/4200000280.m3u8
辽宁|盘锦新闻综合,http://120.76.248.139/live/bfgd/4200000283.m3u8
辽宁|辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁|沈阳新闻,http://120.76.248.139/live/bfgd/4200000059.m3u8
辽宁|铁岭综合频道,http://120.76.248.139/live/bfgd/4200000281.m3u8
辽宁|辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
辽宁|营口新闻频道,http://120.76.248.139/live/bfgd/4200000278.m3u8
辽宁|辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
山东|收藏天下,http://120.76.248.139/live/bfgd/4200000155.m3u8
四川卫视HD,http://120.76.248.139/live/bfgd/4200000103.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
北京|四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
上海|新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京|生态环境频道,http://120.76.248.139/live/bfgd/4200000149.m3u8
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
北京|优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8
北京|中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
甘肃|INBM证券服务,http://120.76.248.139/live/bfgd/4200000601.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000615.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000286.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000287.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000288.m3u8
甘肃|购物,http://120.76.248.139/live/bfgd/4200000626.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000290.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000291.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000292.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000293.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000295.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000296.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000297.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000298.m3u8

广东移动,#genre#
广东卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.99:3004
广东卫视HD,http://oy.linye.tech:6006/udp/239.20.0.101:2000
广东珠江FHD,http://oy.linye.tech:6006/udp/239.20.0.63:3148
广东珠江HD,http://oy.linye.tech:6006/udp/239.20.0.64:3144
大湾区卫视HD,http://oy.linye.tech:6006/udp/239.21.0.84:3676
广东影视HD,http://oy.linye.tech:6006/udp/239.21.0.85:3680
广东公共HD,http://oy.linye.tech:6006/udp/239.21.0.86:3684
广东少儿HD,http://oy.linye.tech:6006/udp/239.21.0.87:3688
嘉佳卡通HD,http://oy.linye.tech:6006/udp/239.21.0.94:3716
广东新闻HD,http://oy.linye.tech:6006/udp/239.21.0.93:3712
广东科教FHD,http://oy.linye.tech:6006/udp/239.20.0.98:3008
广东科教HD,http://oy.linye.tech:6006/udp/239.20.0.102:2002
广东体育FHD,http://oy.linye.tech:6006/udp/239.20.0.97:3012
广东体育HD,http://oy.linye.tech:6006/udp/239.20.0.103:2004
惠州综合HD,http://oy.linye.tech:6006/udp/239.21.0.27:3448
惠州公共HD,http://oy.linye.tech:6006/udp/239.21.0.28:3452
河源综合HD,http://oy.linye.tech:6006/udp/239.21.0.48:3532
河源公共HD,http://oy.linye.tech:6006/udp/239.21.0.49:3536
汕尾综合HD,http://oy.linye.tech:6006/udp/239.21.0.89:3696
汕尾生活HD,http://oy.linye.tech:6006/udp/239.21.0.90:3700
揭阳综合HD,http://oy.linye.tech:6006/udp/239.21.0.91:3704
揭阳生活HD,http://oy.linye.tech:6006/udp/239.21.0.92:3708
汕头综合HD,http://oy.linye.tech:6006/udp/239.21.0.101:3744
汕头生活HD,http://oy.linye.tech:6006/udp/239.21.0.102:3748
汕头文化HD,http://oy.linye.tech:6006/udp/239.21.0.103:3752
东莞综合HD,http://oy.linye.tech:6006/udp/239.21.0.137:3892
东莞资讯HD,http://oy.linye.tech:6006/udp/239.21.0.138:3896
电影测试-4K,http://oy.linye.tech:6006/udp/239.21.0.129:3860
南国都市-4K,http://oy.linye.tech:6006/udp/239.21.0.132:3872
广东综艺-4K1,http://oy.linye.tech:6006/udp/239.20.0.59:3164
广东综艺-4K2,http://oy.linye.tech:6006/udp/239.20.0.60:3160
广东综艺-4K3,http://oy.linye.tech:6006/udp/239.20.0.61:3156
广东综艺-4K4,http://oy.linye.tech:6006/udp/239.20.0.62:3152
CCTV-1FHD,http://oy.linye.tech:6006/udp/239.20.0.96:3016
CCTV1 HD,http://oy.linye.tech:6006/udp/239.20.0.104:2006
CCTV2 HD,http://oy.linye.tech:6006/udp/239.20.0.197:2192
CCTV3 HD,http://oy.linye.tech:6006/udp/239.20.0.28:3292
CCTV4 HD,http://oy.linye.tech:6006/udp/239.20.0.16:3340
CCTV5 HD,http://oy.linye.tech:6006/udp/239.20.0.30:3284
CCTV5+ HD,http://oy.linye.tech:6006/udp/239.20.0.203:2204
CCTV6 HD,http://oy.linye.tech:6006/udp/239.20.0.29:3288
CCTV7 HD,http://oy.linye.tech:6006/udp/239.20.0.198:2194
CCTV8 HD,http://oy.linye.tech:6006/udp/239.20.0.31:3280
CCTV9 HD,http://oy.linye.tech:6006/udp/239.20.0.199:2196
CCTV10 HD,http://oy.linye.tech:6006/udp/239.20.0.200:2198
CCTV11 HD,http://oy.linye.tech:6006/udp/239.21.0.35:3480
CCTV12 HD,http://oy.linye.tech:6006/udp/239.20.0.201:2200
CCTV13 HD,http://oy.linye.tech:6006/udp/239.21.0.88:3692
CCTV14 HD,http://oy.linye.tech:6006/udp/239.20.0.202:2202
CCTV15 HD,http://oy.linye.tech:6006/udp/239.21.0.36:3484
CCTV17 HD,http://oy.linye.tech:6006/udp/239.20.0.7:3376
CBN每日影院HD,http://oy.linye.tech:6006/udp/239.21.0.125:3844
CBN风尚生活HD,http://oy.linye.tech:6006/udp/239.21.0.126:3848
CBN幸福剧场HD,http://oy.linye.tech:6006/udp/239.21.0.127:3852
CBN幸福娱乐HD,http://oy.linye.tech:6006/udp/239.21.0.128:3856
CHC高清电影HD,http://oy.linye.tech:6006/udp/239.21.0.119:3820
CCTV4欧洲HD,http://oy.linye.tech:6006/udp/239.21.0.107:3768
CCTV4美洲HD,http://oy.linye.tech:6006/udp/239.21.0.108:3772
CGTN英语HD,http://oy.linye.tech:6006/udp/239.21.0.109:3776
CGTN记录HD,http://oy.linye.tech:6006/udp/239.21.0.110:3780
CGTN西语HD,http://oy.linye.tech:6006/udp/239.21.0.111:3800
CGTN法语HD,http://oy.linye.tech:6006/udp/239.21.0.112:3788
CGTN阿语HD,http://oy.linye.tech:6006/udp/239.21.0.113:3792
CGTN俄语HD,http://oy.linye.tech:6006/udp/239.21.0.114:3796
CCTV第一剧场HD,http://oy.linye.tech:6006/udp/239.21.0.69:3616
CCTV风云足球HD,http://oy.linye.tech:6006/udp/239.21.0.70:3620
CCTV央视台球HD,http://oy.linye.tech:6006/udp/239.21.0.71:3624
CCTV央视网球HD,http://oy.linye.tech:6006/udp/239.21.0.72:3628
CCTV女性时尚HD,http://oy.linye.tech:6006/udp/239.21.0.73:3632
CCTV世界地理HD,http://oy.linye.tech:6006/udp/239.21.0.74:3636
CCTV怀旧剧场HD,http://oy.linye.tech:6006/udp/239.21.0.75:3640
CCTV风云剧场HD,http://oy.linye.tech:6006/udp/239.21.0.76:3644
CCTV央视精品HD,http://oy.linye.tech:6006/udp/239.21.0.77:3648
CCTV第一剧场HD,http://oy.linye.tech:6006/udp/239.21.0.78:3652
CCTV风云音乐HD,http://oy.linye.tech:6006/udp/239.21.0.79:3656
CCTV兵器科技HD,http://oy.linye.tech:6006/udp/239.21.0.80:3660
CCTV电视指南HD,http://oy.linye.tech:6006/udp/239.21.0.81:3664
广西卫视HD,http://oy.linye.tech:6006/udp/239.20.0.15:3344
吉林卫视HD,http://oy.linye.tech:6006/udp/239.20.0.54:3184
江西卫视HD,http://oy.linye.tech:6006/udp/239.20.0.55:3180
河北卫视HD,http://oy.linye.tech:6006/udp/239.20.0.56:3176
上海纪实HD,http://oy.linye.tech:6006/udp/239.20.0.57:3172
东南卫视HD,http://oy.linye.tech:6006/udp/239.20.0.58:3168
河南卫视HD,http://oy.linye.tech:6006/udp/239.21.0.104:3756
湖南卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.95:3020
湖南卫视HD,http://oy.linye.tech:6006/udp/239.20.0.105:2008
北京卫视HD,http://oy.linye.tech:6006/udp/239.20.0.121:2040
深圳卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.92:3032
深圳卫视HD,http://oy.linye.tech:6006/udp/239.20.0.122:2042
黑龙江卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.91:3036
黑龙江卫视HD,http://oy.linye.tech:6006/udp/239.20.0.123:2044
湖北卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.90:3040
湖北卫视HD,http://oy.linye.tech:6006/udp/239.20.0.124:2046
浙江卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.94:3024
浙江卫视HD,http://oy.linye.tech:6006/udp/239.20.0.169:2136
江苏卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.93:3028
江苏卫视HD,http://oy.linye.tech:6006/udp/239.20.0.170:2138
天津卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.89:3044
天津卫视HD,http://oy.linye.tech:6006/udp/239.20.0.171:2140
山东卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.88:3048
山东卫视HD,http://oy.linye.tech:6006/udp/239.20.0.172:2142
东方卫视HD,http://oy.linye.tech:6006/udp/239.20.0.173:2144
辽宁卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.86:3056
辽宁卫视HD,http://oy.linye.tech:6006/udp/239.20.0.175:2148
安徽卫视HD,http://oy.linye.tech:6006/udp/239.20.0.193:2184
四川卫视FHD,http://oy.linye.tech:6006/udp/239.20.0.82:3072
四川卫视HD,http://oy.linye.tech:6006/udp/239.20.0.194:2186
重庆卫视HD,http://oy.linye.tech:6006/udp/239.20.0.195:2188
贵州卫视HD,http://oy.linye.tech:6006/udp/239.20.0.212:2222
教育卫视HD,http://oy.linye.tech:6006/udp/239.20.0.213:2224
云南卫视HD,http://oy.linye.tech:6006/udp/239.21.0.133:3876
海南卫视HD,http://oy.linye.tech:6006/udp/239.21.0.134:3880
金鹰纪实FHD,http://oy.linye.tech:6006/udp/239.20.0.85:3060
金鹰纪实HD,http://oy.linye.tech:6006/udp/239.20.0.196:2190
求索记录HD,http://oy.linye.tech:6006/udp/239.21.0.118:3816
金鹰卡通HD,http://oy.linye.tech:6006/udp/239.21.0.115:3804
早期教育HD,http://oy.linye.tech:6006/udp/239.21.0.106:3764
中国交通HD,http://oy.linye.tech:6006/udp/239.20.0.68:3128
快乐垂钓HD,http://oy.linye.tech:6006/udp/239.21.0.121:3828
茶频道HD,http://oy.linye.tech:6006/udp/239.21.0.120:3824

广东移动2,#genre#
大湾区卫视HD,http://203.88.42.189:55555/udp/239.11.0.78:1025
广东科教FHD,http://203.88.42.189:55555/udp/239.10.0.46:1025
广东科教HD,http://203.88.42.189:55555/udp/239.10.0.112:1025
广东珠江FHD,http://203.88.42.189:55555/udp/239.10.0.63:1025
广东珠江HD,http://203.88.42.189:55555/udp/239.10.0.62:1025
广东新闻HD,http://203.88.42.189:55555/udp/239.10.0.199:1025
广东影视HD,http://203.88.42.189:55555/udp/239.11.0.79:1025
广东少儿HD,http://203.88.42.189:55555/udp/239.11.0.81:1025
广东公共HD,http://203.88.42.189:55555/udp/239.11.0.80:1025
广东体育FHD,http://203.88.42.189:55555/udp/239.10.0.47:1025
广东体育HD,http://203.88.42.189:55555/udp/239.10.0.113:1025
广东综艺-4K,http://203.88.42.189:55555/udp/239.10.0.64:1025
广东综艺-4K,http://203.88.42.189:55555/udp/239.10.0.75:1025
南国都市-4K,http://203.88.42.189:55555/udp/239.11.0.170:1025
广州综合HD,http://203.88.42.189:55555/udp/239.11.0.138:1025
广州新闻HD,http://203.88.42.189:55555/udp/239.11.0.139:1025
广州影视HD,http://203.88.42.189:55555/udp/239.11.0.140:1025
广州法治HD,http://203.88.42.189:55555/udp/239.11.0.141:1025
广州竞赛HD,http://203.88.42.189:55555/udp/239.11.0.142:1025
佛山综合HD,http://203.88.42.189:55555/udp/239.11.0.118:1025
佛山公共HD,http://203.88.42.189:55555/udp/239.11.0.114:1025
佛山影视HD,http://203.88.42.189:55555/udp/239.11.0.117:1025
佛山南海HD,http://203.88.42.189:55555/udp/239.11.0.115:1025
佛山顺德HD,http://203.88.42.189:55555/udp/239.11.0.116:1025
中山综合HD,http://203.88.42.189:55555/udp/239.11.0.122:1025
中山公共HD,http://203.88.42.189:55555/udp/239.11.0.123:1025
中山教育HD,http://203.88.42.189:55555/udp/239.11.0.124:1025
云浮综合HD,http://203.88.42.189:55555/udp/239.11.0.96:1025
云浮公共HD,http://203.88.42.189:55555/udp/239.11.0.97:1025
清远公共HD,http://203.88.42.189:55555/udp/239.11.0.75:1025
清远综合HD,http://203.88.42.189:55555/udp/239.11.0.74:1025
湛江公共HD,http://203.88.42.189:55555/udp/239.10.0.254:1025
湛江综合HD,http://203.88.42.189:55555/udp/239.10.0.253:1025
珠海一套HD,http://203.88.42.189:55555/udp/239.10.0.242:1025
珠海二套HD,http://203.88.42.189:55555/udp/239.10.0.65:1025
肇庆公共HD,http://203.88.42.189:55555/udp/239.11.0.54:1025
肇庆综合HD,http://203.88.42.189:55555/udp/239.11.0.53:1025
茂名公共HD,http://203.88.42.189:55555/udp/239.11.0.99:1025
茂名综合HD,http://203.88.42.189:55555/udp/239.10.0.238:1025
韶关公共HD,http://203.88.42.189:55555/udp/239.11.0.85:1025
韶关综合HD,http://203.88.42.189:55555/udp/239.11.0.84:1025
江门公共HD,http://203.88.42.189:55555/udp/239.10.0.139:1025
江门教育HD,http://203.88.42.189:55555/udp/239.10.0.152:1025
江门综合HD,http://203.88.42.189:55555/udp/239.10.0.219:1025
CCTV-1FHD,http://203.88.42.189:55555/udp/239.10.0.48:1025
CCTV1HD,http://203.88.42.189:55555/udp/239.10.0.114:1025
CCTV2HD,http://203.88.42.189:55555/udp/239.10.0.207:1025
CCTV3HD,http://203.88.42.189:55555/udp/239.10.0.101:1025
CCTV4HD,http://203.88.42.189:55555/udp/239.10.0.245:1025
CCTV5HD,http://203.88.42.189:55555/udp/239.10.0.102:1025
CCTV5HD,http://203.88.42.189:55555/udp/239.11.0.19:1025
CCTV5+HD,http://203.88.42.189:55555/udp/239.10.0.213:1025
IPTV5+HD,http://203.88.42.189:55555/udp/239.10.0.218:1025
CCTV6HD,http://203.88.42.189:55555/udp/239.10.0.103:1025
CCTV7HD,http://203.88.42.189:55555/udp/239.10.0.208:1025
CCTV8HD,http://203.88.42.189:55555/udp/239.10.0.104:1025
CCTV9HD,http://203.88.42.189:55555/udp/239.10.0.209:1025
CCTV10HD,http://203.88.42.189:55555/udp/239.10.0.210:1025
CCTV11HD,http://203.88.42.189:55555/udp/239.11.0.24:1025
CCTV12HD,http://203.88.42.189:55555/udp/239.10.0.211:1025
CCTV13HD,http://203.88.42.189:55555/udp/239.10.0.198:1025
CCTV14HD,http://203.88.42.189:55555/udp/239.10.0.212:1025
CCTV15HD,http://203.88.42.189:55555/udp/239.11.0.25:1025
CCTV16HD,http://203.88.42.189:55555/udp/239.11.0.126:1025
CCTV17HD,http://203.88.42.189:55555/udp/239.10.0.244:1025
CCTV16-4K,http://203.88.42.189:55555/udp/239.11.0.132:1025
