抖音歌曲,#genre#
广东卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8
广西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gxws_4000.m3u8
贵州卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
海南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hnws_4000.m3u8
河南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hnws35_4000.m3u8
黑龙江卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8
湖北卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8
湖南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8
吉林卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8
江苏卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8
江西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8
康巴卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8
辽宁卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
内蒙古卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nmgws_4000.m3u8
山东教育卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sdjy_4000.m3u8
山东卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8
山西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sxws42_4000.m3u8
陕西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sxws_4000.m3u8
深圳卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/szwsH265_4000.m3u8
四川卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/scwsH265_4000.m3u8
天津卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8
西藏卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8
云南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ynws_4000.m3u8
浙江卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8
CETV1,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CETV-1H264_4000.m3u8
CETV4,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CETV-4H264_2000.m3u8
CBN风尚生活,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fssh_4000.m3u8
CBN每日影院,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mryy_4000.m3u8
CBN幸福剧场,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xfjc_4000.m3u8
CBN幸福娱乐,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xfyl_4000.m3u8
CHC动作电影,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8
CHC高清电影,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8
CHC家庭影院,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8
动漫秀场,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yybb-dmxc-H265_4000.m3u8
都市剧场,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8
法治天地,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fztx_4000.m3u8
极速汽车,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jsqcH265_4000.m3u8
纪实科教,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bjjs_2000.m3u8
嘉佳卡通,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jjkt_2000.m3u8
家庭理财,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jtlc_4000.m3u8
财富天下,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cftx_4000.m3u8
金鹰纪实,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8
金鹰卡通,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jykt_2000.m3u8
劲爆体育,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lqhxjcHDH265_4000.m3u8
聚鲨环球精选,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jshqjxHD_4000.m3u8
卡酷少儿,http://58.216.99.148:80/live2.rxip.sc96655.com/live/kkkt_4000.m3u8
快乐垂钓,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fyzqklcdHDH265_4000.m3u8
乐游,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8
梨园频道,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ly_4000.m3u8
魅力足球,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mlyy_4000.m3u8
七彩戏剧,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qcxj_2000.m3u8
摄影频道,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sy_4000.m3u8
生活时尚,http://58.216.99.148:80/live2.rxip.sc96655.com/live/shssH265_4000.m3u8
四海钓鱼,http://58.216.99.148:80/live2.rxip.sc96655.com/live/shdy_4000.m3u8
天元围棋,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tywq_2000.m3u8
武术世界,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wssj_4000.m3u8
先锋乒羽,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xfpy_4000.m3u8
新视觉,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ycxsjH265_4000.m3u8
证劵服务,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jz_2000.m3u8
中国天气,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zgqx_4000.m3u8
中央新影-发现之旅,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fxzl_2000.m3u8
中央新影-老故事,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lgs_2000.m3u8
中央新影-中学生,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zxs_4000.m3u8
川广融媒,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cgrh_2000.m3u8
川网导视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cwdsHDH264_4000.m3u8
精品导视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jpdsH265_4000.m3u8
沙湾融媒,http://58.216.99.148:80/live2.rxip.sc96655.com/live/swxwzh_2000.m3u8
四川文化,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-2-H265_4000.m3u8
四川经济,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-3-H265_4000.m3u8
四川新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-4H265_4000.m3u8
四川影视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-5-scysH265_4000.m3u8
四川妇女,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-7-_4000.m3u8
四川科教,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-ggSCTV-8_4000.m3u8
四川乡村,http://58.216.99.148:80/live2.rxip.sc96655.com/live/SCTV-kjSCTV-9-_4000.m3u8
峨嵋电影,http://58.216.99.148:80/live2.rxip.sc96655.com/live/emdygqH265_4000.m3u8
成都新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CDTV-1_4000.m3u8
成都经济,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CDTV-2_4000.m3u8
成都都市,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CDTV-3_4000.m3u8
成都影视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CDTV-4_4000.m3u8
成都公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CDTV-5_4000.m3u8
成都高新区,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cdgxdstgq_2000.m3u8
成都购物,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mrgw_4000.m3u8
阿坝州TV,http://58.216.99.148:80/live2.rxip.sc96655.com/live/abxwzhpdgq_2000.m3u8
阿坝州藏语,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wypdgqH265_4000.m3u8
安居综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ajxw_2000.m3u8
安岳综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ayxwzh_4000.m3u8
安州综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/azgq_2000.m3u8
巴中文旅,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bzetH264_2000.m3u8
巴中综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bzytH265_4000.m3u8
巴州电视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bzxw_4000.m3u8
宝兴综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bxdst_2000.m3u8
北川综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bcxwHD_2000.m3u8
苍溪综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cxxwgqH265_4000.m3u8
长宁综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/znzh_2000.m3u8
朝天综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ctxwzh_2000.m3u8
崇州,http://58.216.99.148:80/live2.rxip.sc96655.com/live/czyt_4000.m3u8
船山综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/csxw_2000.m3u8
达川新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dcxwzh_2000.m3u8
达州导视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dzds_2000.m3u8
达州公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dzgg_2000.m3u8
达州通川,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tcq_2000.m3u8
达州新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dzxwzh_2000.m3u8
大邑电视台,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dyytH265_4000.m3u8
大英新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dyxwzhH265_4000.m3u8
丹棱综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dlxwzhH265_4000.m3u8
德昌,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dcxw_4000.m3u8
东兴综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dxxwzh_4000.m3u8
都江堰,http://58.216.99.148:80/live2.rxip.sc96655.com/live/djyzh_4000.m3u8
峨边,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ebdst_2000.m3u8
峨眉综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/emsxw_2000.m3u8
恩阳新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/eyxw_2000.m3u8
涪城综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fcgq_2000.m3u8
富顺综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/fszh_2000.m3u8
甘洛,http://58.216.99.148:80/live2.rxip.sc96655.com/live/glt_2000.m3u8
甘孜综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gzxwzh_2000.m3u8
高县-1,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gxt_2000.m3u8
古蔺新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/glxwzhgq_2000.m3u8
广安公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gagg_2000.m3u8
广安区,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gaqxw_2000.m3u8
广安新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gaxwzh_2000.m3u8
广汉综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ghxwzh_2000.m3u8
广元文化,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gyggH265_4000.m3u8
广元综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gyzhH265_4000.m3u8
汉源综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hyxwzh_2000.m3u8
合江新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hjxw_2000.m3u8
黑水,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hsxwzhpdH264_2000.m3u8
洪雅新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hyzh_2000.m3u8
华蓥综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hyxw_2000.m3u8
会理新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hlyt_4000.m3u8
夹江新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jjxw_2000.m3u8
简阳新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jyxwzh_2000.m3u8
剑阁综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jgxwzhH265_4000.m3u8
江安,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jat_2000.m3u8
江油综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jyxwHD_2000.m3u8
金口河综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jkhdst_2000.m3u8
金牛,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jnyx_2000.m3u8
金堂,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jtzhpd_2000.m3u8
开江新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/kjxwzh_2000.m3u8
乐山公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lsggpd_4000.m3u8
乐山新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lsxwzh_4000.m3u8
利州综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lzxwzh_2000.m3u8
凉山新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lsxwHDH265_4000.m3u8
凉山彝语,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yyzh_2000.m3u8
邻水,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lsxw_2000.m3u8
龙泉综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lqxw_2000.m3u8
隆昌综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lcxw_2000.m3u8
芦山综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lszh_2000.m3u8
罗江,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ljxwzh_2000.m3u8
马边综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mbxwzh_2000.m3u8
马尔康,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mekxwzhpd_2000.m3u8
眉山综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/msxwzhgq_2000.m3u8
米易综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/myxwzh_2000.m3u8
绵阳科技,http://58.216.99.148:80/live2.rxip.sc96655.com/live/myetH265_4000.m3u8
绵阳新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/myytH265_4000.m3u8
绵竹,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mzxwzh_2000.m3u8
冕宁综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mnxw_2000.m3u8
名山,http://58.216.99.148:80/live2.rxip.sc96655.com/live/msdstH265_2000.m3u8
木里,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mltHD_4000.m3u8
纳溪1,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nxxw_2000.m3u8
南部综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nbxw_2000.m3u8
南充综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ncxwzh_2000.m3u8
南江,http://58.216.99.148:80/live2.rxip.sc96655.com/live/njxw_2000.m3u8
南溪综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nxt_2000.m3u8
内江公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/njgg_4000.m3u8
内江综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/njzh_4000.m3u8
宁南综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nnt_4000.m3u8
攀钢新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pgxwzh_2000.m3u8
攀枝花新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pzhytH265_4000.m3u8
彭山综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pszh_2000.m3u8
彭州综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pzxwzh_2000.m3u8
蓬安综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pazh_2000.m3u8
蓬溪新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pxxw_2000.m3u8
平昌综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pcxw_2000.m3u8
平武综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pwgq_4000.m3u8
屏山综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/psxwzh_2000.m3u8
蒲江综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pjxw_4000.m3u8
普格综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pgt_4000.m3u8
前锋,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qfxw_2000.m3u8
青白江综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qbjxwzh_2000.m3u8
青川综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qcxwzhH265_4000.m3u8
青神综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qszh_2000.m3u8
渠县新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qxxwzh_2000.m3u8
仁和新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/rhxwH264_2000.m3u8
荣县综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/rxzh_2000.m3u8
三台TV,http://58.216.99.148:80/live2.rxip.sc96655.com/live/stxwHD_2000.m3u8
射洪综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/shzhH264_2000.m3u8
石棉,http://58.216.99.148:80/live2.rxip.sc96655.com/live/smxwzh_2000.m3u8
什邡新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sfx_2000.m3u8
双流综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/slgq_2000.m3u8
松潘,http://58.216.99.148:80/live2.rxip.sc96655.com/live/spxwzhpdH264_2000.m3u8
遂宁综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/snxwzhHDH265_4000.m3u8
天全新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tqzh_2000.m3u8
通川区,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xcxwzhH264_2000.m3u8
通江综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tjxwH265_4000.m3u8
万源,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wyxwzh_2000.m3u8
旺苍新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wcxwzhH265_4000.m3u8
温江综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wjytH264_2000.m3u8
武胜综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wsxw_2000.m3u8
五通桥,http://58.216.99.148:80/live2.rxip.sc96655.com/live/wtqxwzh_2000.m3u8
西昌,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xctHD_2000.m3u8
西充综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xczh_2000.m3u8
喜德,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xdxw_4000.m3u8
新都综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xdzhpd_2000.m3u8
新津,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xjzh_4000.m3u8
兴文台,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xwt_2000.m3u8
叙永,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xyxw_2000.m3u8
叙州新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ybx_2000.m3u8
宣汉综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xhxwzh_2000.m3u8
雅安公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yagg_2000.m3u8
雅安新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yazh_2000.m3u8
雅安雨城,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ycpd_2000.m3u8
盐边电视台,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ybtgq_2000.m3u8
盐亭1,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ytzh_2000.m3u8
雁江,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yjxw_2000.m3u8
仪陇新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ylxw_2000.m3u8
宜宾公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ybetH264_2000.m3u8
宜宾新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ybytH264_2000.m3u8
营山,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ysxw_2000.m3u8
越西综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/yxt_4000.m3u8
岳池,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ycxw_2000.m3u8
昭化综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zhxwzh_2000.m3u8
中江新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zjxwzh_2000.m3u8
资阳新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zyxwzh_2000.m3u8
资中综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zzzh_2000.m3u8
自贡文化,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zggg_4000.m3u8
自贡综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zgxw_4000.m3u8
郫县新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/pxds1_2000.m3u8
荥经,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xjdst_2000.m3u8
阆中综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lzxw_2000.m3u8
沐川综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/mcxw_2000.m3u8
泸定综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ldxw_4000.m3u8
泸县综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lxxwzh_2000.m3u8
泸州公共,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lzgg_2000.m3u8
珙县新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gxzh_2000.m3u8
梓潼综合,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ztgq_2000.m3u8
犍为新闻,http://58.216.99.148:80/live2.rxip.sc96655.com/live/qwxwzh_2000.m3u8
筠连,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ylyt_2000.m3u8
CCTV1,https://myphp.130.pp.ua/api/cqyx.php?id=cctv1
CCTV2,https://myphp.130.pp.ua/api/cqyx.php?id=cctv2
CCTV3,https://myphp.130.pp.ua/api/cqyx.php?id=cctv3
CCTV4,https://myphp.130.pp.ua/api/cqyx.php?id=cctv4
CCTV5,https://myphp.130.pp.ua/api/cqyx.php?id=cctv5
CCTV5+,https://myphp.130.pp.ua/api/cqyx.php?id=cctv5p
CCTV6,https://myphp.130.pp.ua/api/cqyx.php?id=cctv6
CCTV7,https://myphp.130.pp.ua/api/cqyx.php?id=cctv7
CCTV8,https://myphp.130.pp.ua/api/cqyx.php?id=cctv8
CCTV9,https://myphp.130.pp.ua/api/cqyx.php?id=cctv9
CCTV10,https://myphp.130.pp.ua/api/cqyx.php?id=cctv10
CCTV11,https://myphp.130.pp.ua/api/cqyx.php?id=cctv11
CCTV12,https://myphp.130.pp.ua/api/cqyx.php?id=cctv12
CCTV13,https://myphp.130.pp.ua/api/cqyx.php?id=cctv13
CCTV14,https://myphp.130.pp.ua/api/cqyx.php?id=cctv14
CCTV15,https://myphp.130.pp.ua/api/cqyx.php?id=cctv15
CCTV16,https://myphp.130.pp.ua/api/cqyx.php?id=cctv16
CCTV17,https://myphp.130.pp.ua/api/cqyx.php?id=cctv17
CCTV4K,https://myphp.130.pp.ua/api/cqyx.php?id=CCTV4K
欢笑剧场4K,https://myphp.130.pp.ua/api/cqyx.php?id=hxjc_4K
CCTV16_4K,https://myphp.130.pp.ua/api/cqyx.php?id=CCTV164K
江苏卫视,https://myphp.130.pp.ua/api/cqyx.php?id=jsws
北京卫视,https://myphp.130.pp.ua/api/cqyx.php?id=bjws
浙江卫视,https://myphp.130.pp.ua/api/cqyx.php?id=zjws
上海卫视,https://myphp.130.pp.ua/api/cqyx.php?id=dfws
深圳卫视,https://myphp.130.pp.ua/api/cqyx.php?id=szws
辽宁卫视,https://myphp.130.pp.ua/api/cqyx.php?id=lnws
天津卫视,https://myphp.130.pp.ua/api/cqyx.php?id=tjws
贵州卫视,https://myphp.130.pp.ua/api/cqyx.php?id=gzws
四川卫视,https://myphp.130.pp.ua/api/cqyx.php?id=scws
重庆卫视,https://myphp.130.pp.ua/api/cqyx.php?id=cqws
云南卫视,https://myphp.130.pp.ua/api/cqyx.php?id=ynws
黑龙江卫视,https://myphp.130.pp.ua/api/cqyx.php?id=hljws
安徽卫视,https://myphp.130.pp.ua/api/cqyx.php?id=ahws
河北卫视,https://myphp.130.pp.ua/api/cqyx.php?id=hbws
江西卫视,https://myphp.130.pp.ua/api/cqyx.php?id=jxws
湖北卫视,https://myphp.130.pp.ua/api/cqyx.php?id=hubws
海南卫视,https://myphp.130.pp.ua/api/cqyx.php?id=hnws
东南卫视,https://myphp.130.pp.ua/api/cqyx.php?id=dnws
吉林卫视,https://myphp.130.pp.ua/api/cqyx.php?id=jlws
广西卫视,https://myphp.130.pp.ua/api/cqyx.php?id=gxws
内蒙古卫视,https://myphp.130.pp.ua/api/cqyx.php?id=nmmyws
湖南卫视,https://myphp.130.pp.ua/api/cqyx.php?id=hunws
广东卫视,https://myphp.130.pp.ua/api/cqyx.php?id=gdws
河南卫视,https://myphp.130.pp.ua/api/cqyx.php?id=henws
山西卫视,https://myphp.130.pp.ua/api/cqyx.php?id=sxws
兵团卫视,https://myphp.130.pp.ua/api/cqyx.php?id=btws
宁夏卫视,https://myphp.130.pp.ua/api/cqyx.php?id=nxws
北京卡酷少儿,https://myphp.130.pp.ua/api/cqyx.php?id=bjkkse
金鹰卡通,https://myphp.130.pp.ua/api/cqyx.php?id=jykt
三沙卫视,https://myphp.130.pp.ua/api/cqyx.php?id=ssws
青海卫视,https://myphp.130.pp.ua/api/cqyx.php?id=whws
中国天气,https://myphp.130.pp.ua/api/cqyx.php?id=zhtq
北京纪实科教,https://myphp.130.pp.ua/api/cqyx.php?id=bjjskj
山东教育卫视,https://myphp.130.pp.ua/api/cqyx.php?id=sdjy
新疆卫视,https://myphp.130.pp.ua/api/cqyx.php?id=xjws
西藏卫视,https://myphp.130.pp.ua/api/cqyx.php?id=xzws
CGTN,https://myphp.130.pp.ua/api/cqyx.php?id=cgtn
CETV1,https://myphp.130.pp.ua/api/cqyx.php?id=cetv1
CETV4,https://myphp.130.pp.ua/api/cqyx.php?id=cetv4
生活时尚,https://myphp.130.pp.ua/api/cqyx.php?id=shss
百姓健康,https://myphp.130.pp.ua/api/cqyx.php?id=bxjk
每日影院,https://myphp.130.pp.ua/api/cqyx.php?id=mryy
幸福剧场,https://myphp.130.pp.ua/api/cqyx.php?id=xfjc
快乐垂钓,https://myphp.130.pp.ua/api/cqyx.php?id=klcd
第一剧场,https://myphp.130.pp.ua/api/cqyx.php?id=dyjc
都市剧场,https://myphp.130.pp.ua/api/cqyx.php?id=dsjc
动漫秀场,https://myphp.130.pp.ua/api/cqyx.php?id=dmxc
魅力足球,https://myphp.130.pp.ua/api/cqyx.php?id=mlzq
风云剧场,https://myphp.130.pp.ua/api/cqyx.php?id=fyjc
